,,,,,不獨表，防作弊,血量不要為0,,不讀表,,遊戲中/10000,,不讀表,遊戲中/100,不讀表,不讀表，在武器prefab中設定,,,,,不讀表,不讀表,不讀表,不讀表,不讀表,遊戲中/100,"遊戲中/100 (+ => 上, - =>下)",,,,,,,,,,,,
3004,渦輪,P_,Turbine,3,4,500,0,,0.2,250,0,,0,,0,0,0,0,0,,,,,,0,0,0,0,,噴水推進，速度快但容易損毀。,,,,,,,,
3004,渦輪,P_,Turbine,4,4,850,0,,0.2,400,0,,0,,0,0,0,0,0,,,,,,0,0,0,0,,噴水推進，速度快但容易損毀。,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3005,風扇,P_,Fan,0,4,400,0,400,0.2,100,0,,0,,0,0,0,0,0,,,,,,0,0,0,0,,大型風扇。,,,,,,,,
3005,風扇,P_,Fan,1,4,500,0,,0.2,120,0,,0,,0,0,0,0,0,,,,,,0,0,0,0,,大型風扇。,,,,,,,,
3005,風扇,P_,Fan,2,4,700,0,,0.2,160,0,,0,,0,0,0,0,0,,,,,,0,0,0,0,,大型風扇。,,,,,,,,
3005,風扇,P_,Fan,3,4,1000,0,,0.2,250,0,,0,,0,0,0,0,0,,,,,,0,0,0,0,,大型風扇。,,,,,,,,
3005,風扇,P_,Fan,4,4,1700,0,,0.2,400,0,,0,,0,0,0,0,0,,,,,,0,0,0,0,,大型風扇。,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3006,螺旋獎,P_,Propeller,0,4,200,0,200,0.2,100,0,,0,,0,0,0,0,0,,,,,,0,0,0,0,,製造水流推進船體，提升很多速度。,,,,,,,,
3006,螺旋獎,P_,Propeller,1,4,250,0,,0.2,120,0,,0,,0,0,0,0,0,,,,,,0,0,0,0,,製造水流推進船體，提升很多速度。,,,,,,,,
3006,螺旋獎,P_,Propeller,2,4,350,0,,0.2,160,0,,0,,0,0,0,0,0,,,,,,0,0,0,0,,製造水流推進船體，提升很多速度。,,,,,,,,
3006,螺旋獎,P_,Propeller,3,4,500,0,,0.2,250,0,,0,,0,0,0,0,0,,,,,,0,0,0,0,,製造水流推進船體，提升很多速度。,,,,,,,,
3006,螺旋獎,P_,Propeller,4,4,850,0,,0.2,400,0,,0,,0,0,0,0,0,,,,,,0,0,0,0,,製造水流推進船體，提升很多速度。,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Level,HP提升值,SP提升值,二合提升值
4001,貨物,E_,Box,0,4,350,350,702,0.5,0,0,,0,,0,0,0,0,0,0,,,,,0,0,0,0,,堆疊在甲板的貨物，方便用來配重。,可燃物,物理,,裝備,0,,,
4001,貨物,E_,Box,1,4,420,420,840,0.5,0,0,,0,,0,0,0,0,0,,,,,,0,0,0,0,,堆疊在甲板的貨物，方便用來配重。,,,,裝備,1,1.2,1.2,1.2
4001,貨物,E_,Box,2,4,525,525,1050,0.5,0,0,,0,,0,0,0,0,0,,,,,,0,0,0,0,,堆疊在甲板的貨物，方便用來配重。,,,,裝備,2,1.25,1.25,1.25
4001,貨物,E_,Box,3,4,700,700,1400,0.5,0,0,,0,,0,0,0,0,0,,,,,,0,0,0,0,,堆疊在甲板的貨物，方便用來配重。,,,,裝備,3,1.333333333,1.333333333,1.2
4001,貨物,E_,Box,4,4,1050,1050,2100,0.5,0,0,,0,,0,0,0,0,0,,,,,,0,0,0,0,,堆疊在甲板的貨物，方便用來配重。,,,,裝備,4,1.5,1.5,1.22
,,,,,,,,2.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4002,釣竿,E_,Fishingrod,0,4,130,380,510,0.5,0,0,,25,中,50,33,6.5,0,2,1,,-85° / -10°,,敵方,0,0,0,0,,勾住對手船體，也許也可以釣到傳說中的白鯨。,金屬,物理,,,,,,
4002,釣竿,E_,Fishingrod,1,4,156,456,612,0.5,0,0,,25,,50,30,6.5,0,3,,,,,,0,0,0,0,,勾住對手船體，也許也可以釣到傳說中的白鯨。,,,,,,,,
4002,釣竿,E_,Fishingrod,2,4,195,570,765,0.5,0,0,,25,,50,30,6.5,0,3,,,,,,0,0,0,0,,勾住對手船體，也許也可以釣到傳說中的白鯨。,,,,,,,,
4002,釣竿,E_,Fishingrod,3,4,260,760,1020,0.5,0,0,,25,,50,30,6.5,0,3,,,,,,0,0,0,0,,勾住對手船體，也許也可以釣到傳說中的白鯨。,,,,,,,,
4002,釣竿,E_,Fishingrod,4,4,390,1140,1530,0.5,0,0,,25,,50,30,6.5,0,3,,,,,,0,0,0,0,,勾住對手船體，也許也可以釣到傳說中的白鯨。,,,,,,,,
,,,,,,,,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4003,煙囪,E_,Chimney,0,4,400,800,1200,0.2,0,0,,0,,0,0,0,0,0,,,,,,0,0,0,0,,冒著爭氣的煙囪，提供防禦及微量加速度。,,,,,,,,
4003,煙囪,E_,Chimney,1,4,480,960,,0.2,0,0,,0,,0,0,0,0,0,,,,,,0,0,0,0,,冒著爭氣的煙囪，提供防禦及微量加速度。,,,,,,,,
4003,煙囪,E_,Chimney,2,4,600,1200,,0.2,0,0,,0,,0,0,0,0,0,,,,,,0,0,0,0,,冒著爭氣的煙囪，提供防禦及微量加速度。,,,,,,,,
4003,煙囪,E_,Chimney,3,4,800,1600,,0.2,0,0,,0,,0,0,0,0,0,,,,,,0,0,0,0,,冒著爭氣的煙囪，提供防禦及微量加速度。,,,,,,,,
4003,煙囪,E_,Chimney,4,4,1200,2400,,0.2,0,0,,0,,0,0,0,0,0,,,,,,0,0,0,0,,冒著爭氣的煙囪，提供防禦及微量加速度。,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4004,氣球,E_,Balloon,0,4,650,50,702,-0.5,0,0,,0,,0,0,0,0,0,0,,,,,0,0,0,0,,使船體變輕。,可燃物,物理,,,,,,
4004,氣球,E_,Balloon,1,4,780,60,840,-0.5,0,0,,0,,0,0,0,0,0,,,,,,0,0,0,0,,使船體變輕。,,,,,,,,
4004,氣球,E_,Balloon,2,4,975,75,1050,-0.5,0,0,,0,,0,0,0,0,0,,,,,,0,0,0,0,,使船體變輕。,,,,,,,,
4004,氣球,E_,Balloon,3,4,1300,100,1400,-0.5,0,0,,0,,0,0,0,0,0,,,,,,0,0,0,0,,使船體變輕。,,,,,,,,
4004,氣球,E_,Balloon,4,4,1950,150,2100,-0.5,0,0,,0,,0,0,0,0,0,,,,,,0,0,0,0,,使船體變輕。,,,,,,,,
,,,,,,,,2.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4005,充氣救生圈,E_,Lifebuoy,0,4,550,150,702,0.5,0,0,,40,,0,0,0,0,5,0,5,每秒減重 2.6kg ,,我方,0,0,0,0,,用來拯救落難的船員。,可燃物,物理,,,,,,
4005,充氣救生圈,E_,Lifebuoy,1,4,660,180,840,0.5,0,0,,40,,0,0,0,0,0,,,,,,0,0,0,0,,用來拯救落難的船員。,,,,,,,,
4005,充氣救生圈,E_,Lifebuoy,2,4,825,225,1050,0.5,0,0,,40,,0,0,0,0,0,,,,,,0,0,0,0,,用來拯救落難的船員。,,,,,,,,
4005,充氣救生圈,E_,Lifebuoy,3,4,1100,300,1400,0.5,0,0,,40,,0,0,0,0,0,,,,,,0,0,0,0,,用來拯救落難的船員。,,,,,,,,
4005,充氣救生圈,E_,Lifebuoy,4,4,1650,450,2100,0.5,0,0,,40,,0,0,0,0,0,,,,,,0,0,0,0,,用來拯救落難的船員。,,,,,,,,
,,,,,,,,2.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4006,雷達,E_,Radar,0,4,200,1000,1200,0.2,0,0,,0,,0,0,0,0,0,,,,,,0,0,0,0,,偵測敵人來襲。,,,,,,,,
4006,雷達,E_,Radar,1,4,240,1200,,0.2,0,0,,0,,0,0,0,0,0,,,,,,0,0,0,0,,偵測敵人來襲。,,,,,,,,
4006,雷達,E_,Radar,2,4,300,1500,,0.2,0,0,,0,,0,0,0,0,0,,,,,,0,0,0,0,,偵測敵人來襲。,,,,,,,,
4006,雷達,E_,Radar,3,4,400,2000,,0.2,0,0,,0,,0,0,0,0,0,,,,,,0,0,0,0,,偵測敵人來襲。,,,,,,,,
4006,雷達,E_,Radar,4,4,600,3000,,0.2,0,0,,0,,0,0,0,0,0,,,,,,0,0,0,0,,偵測敵人來襲。,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4007,盾牌,E_,Shield,0,4,200,500,700,0.2,0,0,,0,,0,0,0,0,0,,,,,,0,0,0,0,,反彈敵人的卑鄙鉤子,,,,,,,,
4007,盾牌,E_,Shield,1,4,240,600,,0.2,0,0,,0,,0,0,0,0,0,,,,,,0,0,0,0,,反彈敵人的卑鄙鉤子,,,,,,,,
4007,盾牌,E_,Shield,2,4,300,750,,0.2,0,0,,0,,0,0,0,0,0,,,,,,0,0,0,0,,反彈敵人的卑鄙鉤子,,,,,,,,
4007,盾牌,E_,Shield,3,4,400,1000,,0.2,0,0,,0,,0,0,0,0,0,,,,,,0,0,0,0,,反彈敵人的卑鄙鉤子,,,,,,,,
4007,盾牌,E_,Shield,4,4,600,1500,,0.2,0,0,,0,,0,0,0,0,0,,,,,,0,0,0,0,,反彈敵人的卑鄙鉤子,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4008,彈簧,E_,Spring,0,4,350,830,1188,0.75,0,0,,130,近,0,0,0,0,0.3,1,,擊退 10m,3m內,敵方,0,0,0,0,,能夠擊退任何想要靠近的東西。,金屬,物理,,,,,,
4008,彈簧,E_,Spring,1,4,420,996,1416,0.75,0,0,,130,,0,0,0,0,0,,,,,,0,0,0,0,,能夠擊退任何想要靠近的東西。,,,,,,,,
4008,彈簧,E_,Spring,2,4,525,1245,1770,0.75,0,0,,130,,0,0,0,0,0,,,,,,0,0,0,0,,能夠擊退任何想要靠近的東西。,,,,,,,,
4008,彈簧,E_,Spring,3,4,700,1660,2360,0.75,0,0,,130,,0,0,0,0,0,,,,,,0,0,0,0,,能夠擊退任何想要靠近的東西。,,,,,,,,
4008,彈簧,E_,Spring,4,4,1050,2490,3540,0.75,0,0,,130,,0,0,0,0,0,,,,,,0,0,0,0,,能夠擊退任何想要靠近的東西。,,,,,,,,
,,,,,,,,3.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4009,土豆砲,E_,Potatocannon,0,4,100,600,700,0.2,0,0,,50,,20,40,10,0,5,,,,,,0,0,0,0,,向前方射出可以擊退任何東西的土豆。,,,,,,,,
4009,土豆砲,E_,Potatocannon,1,4,120,720,,0.2,0,0,,50,,20,40,10,0,5,,,,,,0,0,0,0,,,,,,,,,,
4009,土豆砲,E_,Potatocannon,2,4,150,900,,0.2,0,0,,50,,20,40,10,0,5,,,,,,0,0,0,0,,,,,,,,,,
4009,土豆砲,E_,Potatocannon,3,4,200,1200,,0.2,0,0,,50,,20,40,10,0,5,,,,,,0,0,0,0,,,,,,,,,,
4009,土豆砲,E_,Potatocannon,4,4,300,1800,,0.2,0,0,,50,,20,40,10,0,5,,,,,,0,0,0,0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4010,噴霧,E_,Spray,0,4,400,300,700,0.2,0,0,,150,,0,20,0,0,0.25,,,,,,0,1550,0,0,,被噴到總是會不自覺地向後仰，對不乾淨的東西有奇效。,,,,,,,,
4010,噴霧,E_,Spray,1,4,480,360,,0.2,0,0,,150,,0,20,0,0,0.25,,,,,,0,1550,0,0,,,,,,,,,,
4010,噴霧,E_,Spray,2,4,600,450,,0.2,0,0,,150,,0,20,0,0,0.25,,,,,,0,1550,0,0,,,,,,,,,,
4010,噴霧,E_,Spray,3,4,800,600,,0.2,0,0,,150,,0,20,0,0,0.25,,,,,,0,1550,0,0,,,,,,,,,,
4010,噴霧,E_,Spray,4,4,1200,900,,0.2,0,0,,150,,0,20,0,0,0.25,,,,,,0,1550,0,0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4011,壓載水艙,E_,Ballast_tank,0,4,220,430,648,0.75,0,0,,35,,0,0,0,0,5,0,5,每秒加重 3kg ,,我方,0,0,0,0,,,乙太合金,電磁力,,,,,,
4011,壓載水艙,E_,Ballast_tank,1,4,264,516,780,0.75,0,0,,35,,0,0,0,0,0,,,,,,0,0,0,0,,,,,,,,,,
4011,壓載水艙,E_,Ballast_tank,2,4,330,645,975,0.75,0,0,,35,,0,0,0,0,0,,,,,,0,0,0,0,,,,,,,,,,
4011,壓載水艙,E_,Ballast_tank,3,4,440,860,1300,0.75,0,0,,35,,0,0,0,0,0,,,,,,0,0,0,0,,,,,,,,,,
4011,壓載水艙,E_,Ballast_tank,4,4,660,1290,1950,0.75,0,0,,35,,0,0,0,0,0,,,,,,0,0,0,0,,,,,,,,,,
,,,,,,,,2.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4012,減搖鰭,E_,Stabilizer,0,4,300,510,810,1,0,0,,30,,0,0,0,0,5,0,5,減少受傾斜影響 50%,,我方,0,0,0,0,,,乙太合金,電磁力,,,,,,
4012,減搖鰭,E_,Stabilizer,1,4,360,612,972,1,0,0,,30,,0,0,0,0,0,,,,,,0,0,0,0,,,,,,,,,,
4012,減搖鰭,E_,Stabilizer,2,4,450,765,1215,1,0,0,,30,,0,0,0,0,0,,,,,,0,0,0,0,,,,,,,,,,
4012,減搖鰭,E_,Stabilizer,3,4,600,1020,1620,1,0,0,,30,,0,0,0,0,0,,,,,,0,0,0,0,,,,,,,,,,
4012,減搖鰭,E_,Stabilizer,4,4,900,1530,2430,1,0,0,,30,,0,0,0,0,0,,,,,,0,0,0,0,,,,,,,,,,
,,,,,,,,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4013,反向推進器,E_,Reverse_engine,0,4,60,230,288,0.25,0,0,,80,,0,0,0,0,2.75,0,,後退 3m,2.75秒後,我方,0,0,0,0,,,乙太合金,燃燒,,,,,,
4013,反向推進器,E_,Reverse_engine,1,4,72,276,348,0.25,0,0,,80,,0,0,0,0,0,,,,,,0,0,0,0,,,,,,,,,,
4013,反向推進器,E_,Reverse_engine,2,4,90,345,435,0.25,0,0,,80,,0,0,0,0,0,,,,,,0,0,0,0,,,,,,,,,,
4013,反向推進器,E_,Reverse_engine,3,4,120,460,580,0.25,0,0,,80,,0,0,0,0,0,,,,,,0,0,0,0,,,,,,,,,,
4013,反向推進器,E_,Reverse_engine,4,4,180,690,870,0.25,0,0,,80,,0,0,0,0,0,,,,,,0,0,0,0,,,,,,,,,,
,,,,,,,,0.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4014,烏鴉吊橋,E_,Corvus,0,4,430,380,810,1,0,0,,100,中,40,100,60,0.5,4,1,4,鎖定距離 4秒,7m內,雙方,0,0,0,0,,,可燃物,物理,,,,,,
4014,烏鴉吊橋,E_,Corvus,1,4,516,456,972,1,0,0,,100,,0,0,0,0,0,,,,,,0,0,0,0,,,,,,,,,,
4014,烏鴉吊橋,E_,Corvus,2,4,645,570,1215,1,0,0,,100,,0,0,0,0,0,,,,,,0,0,0,0,,,,,,,,,,
4014,烏鴉吊橋,E_,Corvus,3,4,860,760,1620,1,0,0,,100,,0,0,0,0,0,,,,,,0,0,0,0,,,,,,,,,,
4014,烏鴉吊橋,E_,Corvus,4,4,1290,1140,2430,1,0,0,,100,,0,0,0,0,0,,,,,,0,0,0,0,,,,,,,,,,
,,,,,,,,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4015,漁網,E_,Fishing_net,0,4,660,160,828,0.75,0,0,,50,近,30,30,5,0,3.5,1,3.5,定身 3.5秒,,敵方,0,0,0,0,,,可燃物,電磁力,,,,,,
4015,漁網,E_,Fishing_net,1,4,792,192,984,0.75,0,0,,50,,30,30,5,0,5,,,,,,0,0,0,0,,,,,,,,,,
4015,漁網,E_,Fishing_net,2,4,990,240,1230,0.75,0,0,,50,,30,30,5,0,5,,,,,,0,0,0,0,,,,,,,,,,
4015,漁網,E_,Fishing_net,3,4,1320,320,1640,0.75,0,0,,50,,30,30,5,0,5,,,,,,0,0,0,0,,,,,,,,,,
4015,漁網,E_,Fishing_net,4,4,1980,480,2460,0.75,0,0,,50,,30,30,5,0,5,,,,,,0,0,0,0,,,,,,,,,,
,,,,,,,,2.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4016,電磁脈衝槍,E_,EMP_gun,0,4,140,250,390,0.5,0,0,,40,遠,0,39,0,0,1,1,1,麻痺 1秒,,敵方,0,0,0,0,,,乙太合金,電磁力,,,,,,
4016,電磁脈衝槍,E_,EMP_gun,1,4,168,300,468,0.5,0,0,,40,,0,50,0,0,1.5,,,,,,0,0,0,0,,,,,,,,,,
4016,電磁脈衝槍,E_,EMP_gun,2,4,210,375,585,0.5,0,0,,40,,0,50,0,0,1.5,,,,,,0,0,0,0,,,,,,,,,,
4016,電磁脈衝槍,E_,EMP_gun,3,4,280,500,780,0.5,0,0,,40,,0,50,0,0,1.5,,,,,,0,0,0,0,,,,,,,,,,
4016,電磁脈衝槍,E_,EMP_gun,4,4,420,750,1170,0.5,0,0,,40,,0,50,0,0,1.5,,,,,,0,0,0,0,,,,,,,,,,
,,,,,,,,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4017,石油噴射器,E_,Oil_gun,0,4,220,290,510,0.5,0,0,,25,中,0,20,0,0,5,1,5,緩速 50%,,敵方,0,0,0,0,,,可燃物,乙太能量,,,,,,
4017,石油噴射器,E_,Oil_gun,1,4,264,348,612,0.5,0,0,,25,,0,20,0,0,0.25,,,,,,0,0,0,0,,,,,,,,,,
4017,石油噴射器,E_,Oil_gun,2,4,330,435,765,0.5,0,0,,25,,0,20,0,0,0.25,,,,,,0,0,0,0,,,,,,,,,,
4017,石油噴射器,E_,Oil_gun,3,4,440,580,1020,0.5,0,0,,25,,0,20,0,0,0.25,,,,,,0,0,0,0,,,,,,,,,,
4017,石油噴射器,E_,Oil_gun,4,4,660,870,1530,0.5,0,0,,25,,0,20,0,0,0.25,,,,,,0,0,0,0,,,,,,,,,,
,,,,,,,,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4018,火箭引擎,E_,Rocket_engine,0,4,40,350,360,0.5,0,0,,70,,0,0,0,0,8,0,8,加速 400%,,我方,0,0,0,0,,,乙太合金,燃燒,,,,,,
4018,火箭引擎,E_,Rocket_engine,1,4,48,420,468,0.5,0,0,,70,,0,0,0,0,0,,,,,,0,0,0,0,,,,,,,,,,
4018,火箭引擎,E_,Rocket_engine,2,4,60,525,585,0.5,0,0,,70,,0,0,0,0,0,,,,,,0,0,0,0,,,,,,,,,,
4018,火箭引擎,E_,Rocket_engine,3,4,80,700,780,0.5,0,0,,70,,0,0,0,0,0,,,,,,0,0,0,0,,,,,,,,,,
4018,火箭引擎,E_,Rocket_engine,4,4,120,1050,1170,0.5,0,0,,70,,0,0,0,0,0,,,,,,0,0,0,0,,,,,,,,,,
,,,,,,,,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4019,能量塔,E_,Tower,0,4,110,700,810,1,0,0,,30,,0,0,0,0,3,0,3,消除子彈 3秒,,敵方,0,0,0,0,,,乙太合金,乙太能量,,,,,,
4019,能量塔,E_,Tower,1,4,132,840,972,1,0,0,,30,,0,0,0,0,0,,,,,,0,0,0,0,,,,,,,,,,
4019,能量塔,E_,Tower,2,4,165,1050,1215,1,0,0,,30,,0,0,0,0,0,,,,,,0,0,0,0,,,,,,,,,,
4019,能量塔,E_,Tower,3,4,220,1400,1620,1,0,0,,30,,0,0,0,0,0,,,,,,0,0,0,0,,,,,,,,,,
4019,能量塔,E_,Tower,4,4,330,2100,2430,1,0,0,,30,,0,0,0,0,0,,,,,,0,0,0,0,,,,,,,,,,
,,,,,,,,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9001,鄭成功,C_,Char01,0,4,200,250,450,0.5,150,0,,0,,0,0,0,0,0,,,,,,0,0,0,0,,,,,,,,,,
9001,鄭成功,C_,Char01,1,4,240,300,,0.1,150,0,,0,,0,0,0,0,0,,,,,,0,0,0,0,,,,,,,,,,
9001,鄭成功,C_,Char01,2,4,300,375,,0.1,150,0,,0,,0,0,0,0,0,,,,,,0,0,0,0,,,,,,,,,,
9001,鄭成功,C_,Char01,3,4,400,500,,0.1,150,0,,0,,0,0,0,0,0,,,,,,0,0,0,0,,,,,,,,,,
9001,鄭成功,C_,Char01,4,4,600,750,,0.1,150,0,,0,,0,0,0,0,0,,,,,,0,0,0,0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9002,亞哈,C_,Char02,0,4,0,700,700,0.75,0,0,,0,,0,0,0,0,0,,,,,,0,0,0,0,,角色一,,,,,,,,
9002,亞哈,C_,Char02,1,4,0,840,,0.1,0,0,,0,,0,0,0,0,0,,,,,,0,0,0,0,,角色一,,,,,,,,
9002,亞哈,C_,Char02,2,4,0,1050,,0.1,0,0,,0,,0,0,0,0,0,,,,,,0,0,0,0,,角色一,,,,,,,,
9002,亞哈,C_,Char02,3,4,0,1400,,0.1,0,0,,0,,0,0,0,0,0,,,,,,0,0,0,0,,角色一,,,,,,,,
9002,亞哈,C_,Char02,4,4,0,2100,,0.1,0,0,,0,,0,0,0,0,0,,,,,,0,0,0,0,,角色一,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9003,莫塔,C_,Char03,0,4,0,300,300,0.25,300,0,,0,,0,0,0,0,0,,,,,,0,0,0,0,,角色二,,,,,,,,
9003,莫塔,C_,Char03,1,4,0,360,,0.1,300,0,,0,,0,0,0,0,0,,,,,,0,0,0,0,,角色二,,,,,,,,
9003,莫塔,C_,Char03,2,4,0,450,,0.1,300,0,,0,,0,0,0,0,0,,,,,,0,0,0,0,,角色二,,,,,,,,
9003,莫塔,C_,Char03,3,4,0,600,,0.1,300,0,,0,,0,0,0,0,0,,,,,,0,0,0,0,,角色二,,,,,,,,
9003,莫塔,C_,Char03,4,4,0,900,,0.1,300,0,,0,,0,0,0,0,0,,,,,,0,0,0,0,,角色二,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9004,貝爾,C_,Char04,0,4,350,350,700,1,0,0,,0,,0,0,0,0,0,,,,,,0,0,0,0,,角色三,,,,,,,,
9004,貝爾,C_,Char04,1,4,420,420,,0.1,0,0,,0,,0,0,0,0,0,,,,,,0,0,0,0,,角色三,,,,,,,,
9004,貝爾,C_,Char04,2,4,525,525,,0.1,0,0,,0,,0,0,0,0,0,,,,,,0,0,0,0,,角色三,,,,,,,,
9004,貝爾,C_,Char04,3,4,700,700,,0.1,0,0,,0,,0,0,0,0,0,,,,,,0,0,0,0,,角色三,,,,,,,,
9004,貝爾,C_,Char04,4,4,1050,1050,,0.1,0,0,,0,,0,0,0,0,0,,,,,,0,0,0,0,,角色三,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9005,尼莫,C_,Char05,0,4,700,0,700,0.75,0,0,,0,,0,0,0,0,0,,,,,,0,0,0,0,,角色四,,,,,,,,
9005,尼莫,C_,Char05,1,4,840,0,,0.1,0,0,,0,,0,0,0,0,0,,,,,,0,0,0,0,,角色四,,,,,,,,
9005,尼莫,C_,Char05,2,4,1050,0,,0.1,0,0,,0,,0,0,0,0,0,,,,,,0,0,0,0,,角色四,,,,,,,,
9005,尼莫,C_,Char05,3,4,1400,0,,0.1,0,0,,0,,0,0,0,0,0,,,,,,0,0,0,0,,角色四,,,,,,,,
9005,尼莫,C_,Char05,4,4,2100,0,,0.1,0,0,,0,,0,0,0,0,0,,,,,,0,0,0,0,,角色四,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9006,阿班達,C_,Char06,0,4,260,325,585,0.25,50,0,,0,,0,0,0,0,0,,,,,,0,0,0,0,,角色五,,,,,,,,
9006,阿班達,C_,Char06,1,4,312,390,,0.1,50,0,,0,,0,0,0,0,0,,,,,,0,0,0,0,,角色五,,,,,,,,
9006,阿班達,C_,Char06,2,4,390,488,,0.1,50,0,,0,,0,0,0,0,0,,,,,,0,0,0,0,,角色五,,,,,,,,
9006,阿班達,C_,Char06,3,4,520,651,,0.1,50,0,,0,,0,0,0,0,0,,,,,,0,0,0,0,,角色五,,,,,,,,
9006,阿班達,C_,Char06,4,4,780,977,,0.1,50,0,,0,,0,0,0,0,0,,,,,,0,0,0,0,,角色五,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1234,Test,W_,Tester,0,,80,80,,0.1,0,0,,0,,0,0,0,0,0,,,,,,0,0,0,0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1235,Test,W_,Tester 1,0,,120,120,,0.1,0,0,,0,,0,0,0,0,0,,,,,,0,0,0,0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236,Test,W_,Tester 2,0,,150,150,,0.1,0,0,,0,,0,0,0,0,0,,,,,,0,0,0,0,,,,,,,,,,
